image_id,type,xmin,xmax,ymin,ymax
lesion_6886,lesion,10,30,8,22
lesion_6887,lesion,10,30,9,21
lesion_6887,lesion,24,26,9,11
lesion_6888,lesion,10,30,8,21
lesion_6888,lesion,28,30,9,12
lesion_6889,lesion,10,27,8,21
lesion_6889,lesion,27,30,12,16
lesion_6889,lesion,27,30,16,20
lesion_6890,lesion,10,17,8,11
lesion_6890,lesion,16,27,11,21
lesion_6890,lesion,28,30,16,20
lesion_6891,lesion,17,26,12,20
lesion_6892,lesion,19,25,12,16
lesion_6893,lesion,16,19,18,22
lesion_6894,lesion,15,20,18,22
lesion_6894,lesion,24,26,18,20
lesion_6894,lesion,17,19,23,25
lesion_6895,lesion,21,27,16,21
lesion_6895,lesion,15,20,17,22
lesion_6895,lesion,16,20,22,26
lesion_6896,lesion,20,27,15,21
lesion_6896,lesion,14,21,16,26
lesion_6897,lesion,13,27,15,26
lesion_6898,lesion,10,26,15,26
lesion_6899,lesion,9,28,14,27
lesion_6900,lesion,9,29,14,27
lesion_6901,lesion,10,29,13,27
lesion_6901,lesion,27,30,18,22
lesion_6901,lesion,28,30,22,24
lesion_6901,lesion,25,28,23,25
lesion_6902,lesion,9,30,12,26
lesion_6903,lesion,9,30,11,26
lesion_6904,lesion,8,30,11,26
lesion_6905,lesion,8,30,12,26
lesion_6906,lesion,8,30,12,25
lesion_6906,lesion,22,24,13,15
lesion_6907,lesion,8,30,12,25
lesion_6908,lesion,8,25,12,25
lesion_6908,lesion,25,30,16,24
lesion_6909,lesion,8,15,12,15
lesion_6909,lesion,14,25,15,25
lesion_6909,lesion,26,30,17,24
lesion_6910,lesion,15,24,16,24
lesion_6910,lesion,27,30,16,20
lesion_6911,lesion,17,23,16,20
lesion_6911,lesion,28,30,17,19
lesion_6912,lesion,3,6,13,17
lesion_6913,lesion,2,7,13,17
lesion_6913,lesion,11,13,13,15
lesion_6913,lesion,4,6,18,20
lesion_6914,lesion,8,14,11,16
lesion_6914,lesion,2,7,12,17
lesion_6914,lesion,3,7,17,21
lesion_6915,lesion,7,14,10,16
lesion_6915,lesion,1,8,11,21
lesion_6916,lesion,0,14,10,21
lesion_6917,lesion,-1,13,10,21
lesion_6918,lesion,19,21,7,10
lesion_6918,lesion,-1,15,9,22
lesion_6918,lesion,17,21,11,14
lesion_6918,lesion,20,22,15,17
lesion_6919,lesion,17,23,7,18
lesion_6919,lesion,-1,16,9,22
lesion_6920,lesion,14,23,7,20
lesion_6920,lesion,-1,16,8,22
lesion_6920,lesion,12,15,18,20
lesion_6921,lesion,-1,23,7,21
lesion_6922,lesion,-1,23,6,21
lesion_6923,lesion,-1,23,6,21
lesion_6924,lesion,-1,25,7,22
lesion_6924,lesion,28,30,18,20
lesion_6925,lesion,-1,30,7,21
lesion_6925,lesion,9,11,8,10
lesion_6926,lesion,-1,30,7,22
lesion_6927,lesion,-1,12,7,20
lesion_6927,lesion,12,30,9,23
lesion_6928,lesion,-1,2,8,10
lesion_6928,lesion,13,30,9,23
lesion_6928,lesion,1,12,10,20
lesion_6929,lesion,14,30,10,21
lesion_6929,lesion,2,11,11,19
lesion_6930,lesion,15,30,10,22
lesion_6930,lesion,4,10,11,15
lesion_6931,lesion,18,30,10,22
lesion_6932,lesion,20,30,11,22
lesion_6933,lesion,24,30,11,21
lesion_6933,lesion,20,24,14,17
lesion_6934,lesion,25,30,12,20
lesion_6934,lesion,20,24,13,17
lesion_6935,lesion,25,30,13,19
lesion_6935,lesion,21,24,14,16
lesion_6936,lesion,28,30,10,12
lesion_6936,lesion,25,30,13,19
lesion_6937,lesion,28,30,10,12
lesion_6937,lesion,25,30,14,19
lesion_6938,lesion,28,30,9,12
lesion_6938,lesion,26,30,14,18
lesion_6939,lesion,28,30,9,12
lesion_6939,lesion,28,30,15,17
lesion_6940,lesion,2,5,10,14
lesion_6941,lesion,1,6,10,14
lesion_6941,lesion,10,12,10,12
lesion_6941,lesion,3,5,15,17
lesion_6942,lesion,7,13,8,13
lesion_6942,lesion,1,6,9,14
lesion_6942,lesion,2,6,14,18
lesion_6943,lesion,6,13,7,13
lesion_6943,lesion,0,7,8,18
lesion_6944,lesion,-1,13,7,18
lesion_6945,lesion,-1,12,7,18
lesion_6946,lesion,18,20,4,7
lesion_6946,lesion,-1,14,6,19
lesion_6946,lesion,16,20,8,11
lesion_6946,lesion,19,21,12,14
lesion_6947,lesion,16,22,4,15
lesion_6947,lesion,-1,15,6,19
lesion_6948,lesion,13,22,4,17
lesion_6948,lesion,-1,15,5,19
lesion_6948,lesion,11,14,15,17
lesion_6949,lesion,-1,22,4,18
lesion_6950,lesion,-1,22,3,18
lesion_6951,lesion,-1,22,3,18
lesion_6952,lesion,-1,24,4,19
lesion_6952,lesion,27,30,13,17
lesion_6953,lesion,-1,30,4,18
lesion_6953,lesion,8,10,5,7
lesion_6954,lesion,-1,30,4,19
lesion_6955,lesion,-1,11,4,17
lesion_6955,lesion,11,30,6,20
lesion_6956,lesion,-1,1,5,7
lesion_6956,lesion,12,30,6,20
lesion_6956,lesion,0,11,7,17
lesion_6957,lesion,13,30,7,20
lesion_6957,lesion,1,10,8,16
lesion_6958,lesion,14,30,7,19
lesion_6958,lesion,3,9,8,12
lesion_6959,lesion,17,30,7,19
lesion_6960,lesion,19,30,7,19
lesion_6961,lesion,23,30,7,18
lesion_6961,lesion,19,23,11,14
lesion_6962,lesion,24,30,8,17
lesion_6962,lesion,19,23,10,14
lesion_6963,lesion,24,30,6,16
lesion_6963,lesion,20,23,11,13
lesion_6964,lesion,27,30,6,10
lesion_6964,lesion,24,30,10,16
lesion_6965,lesion,27,30,6,10
lesion_6965,lesion,24,30,10,16
lesion_6966,lesion,27,30,6,10
lesion_6966,lesion,25,30,10,15
lesion_6967,lesion,-1,2,16,20
lesion_6968,lesion,-1,3,16,20
lesion_6968,lesion,7,9,16,18
lesion_6968,lesion,0,2,21,23
lesion_6969,lesion,4,10,14,19
lesion_6969,lesion,-1,3,15,20
lesion_6969,lesion,-1,3,20,24
lesion_6970,lesion,3,10,13,19
lesion_6970,lesion,-1,4,14,24
lesion_6971,lesion,-1,10,13,24
lesion_6972,lesion,-1,9,13,24
lesion_6973,lesion,15,17,10,13
lesion_6973,lesion,-1,11,12,25
lesion_6973,lesion,13,17,14,17
lesion_6973,lesion,16,18,18,20
lesion_6974,lesion,13,19,10,21
lesion_6974,lesion,-1,12,12,25
lesion_6975,lesion,10,19,10,23
lesion_6975,lesion,-1,12,11,25
lesion_6975,lesion,8,11,21,23
lesion_6976,lesion,-1,19,10,24
lesion_6977,lesion,-1,19,9,24
lesion_6978,lesion,-1,19,9,24
lesion_6979,lesion,-1,21,10,25
lesion_6979,lesion,24,28,19,23
lesion_6980,lesion,-1,29,10,24
lesion_6980,lesion,5,7,11,13
lesion_6981,lesion,-1,29,11,25
lesion_6982,lesion,8,30,12,26
lesion_6982,lesion,-1,8,13,23
lesion_6983,lesion,9,30,12,27
lesion_6983,lesion,-1,8,13,23
lesion_6984,lesion,10,30,13,26
lesion_6984,lesion,-1,7,14,22
lesion_6985,lesion,11,30,13,25
lesion_6985,lesion,0,6,14,18
lesion_6986,lesion,14,30,13,25
lesion_6987,lesion,16,30,13,25
lesion_6988,lesion,20,30,13,24
lesion_6988,lesion,16,20,17,20
lesion_6989,lesion,21,30,12,23
lesion_6989,lesion,16,20,16,20
lesion_6990,lesion,21,30,12,22
lesion_6990,lesion,17,20,17,19
lesion_6990,lesion,28,30,22,24
lesion_6991,lesion,21,30,12,22
lesion_6992,lesion,-1,1,11,15
lesion_6993,lesion,-1,2,11,15
lesion_6993,lesion,6,8,11,13
lesion_6993,lesion,-1,1,16,18
lesion_6994,lesion,3,9,9,14
lesion_6994,lesion,-1,2,11,15
lesion_6994,lesion,-1,2,15,19
lesion_6995,lesion,2,9,8,14
lesion_6995,lesion,-1,3,9,19
lesion_6996,lesion,-1,9,8,19
lesion_6997,lesion,-1,8,8,19
lesion_6998,lesion,14,16,5,8
lesion_6998,lesion,-1,10,7,19
lesion_6998,lesion,12,16,9,12
lesion_6998,lesion,15,17,13,15
lesion_6999,lesion,12,18,5,16
lesion_6999,lesion,-1,11,7,19
lesion_7000,lesion,9,18,5,18
lesion_7000,lesion,-1,11,6,19
lesion_7000,lesion,7,10,16,18
lesion_7001,lesion,-1,18,5,19
lesion_7002,lesion,-1,18,4,19
lesion_7003,lesion,-1,18,4,19
lesion_7004,lesion,-1,20,5,20
lesion_7004,lesion,23,27,14,18
lesion_7005,lesion,-1,28,5,19
lesion_7005,lesion,4,6,6,8
lesion_7006,lesion,-1,28,6,20
lesion_7007,lesion,7,30,7,21
lesion_7007,lesion,-1,7,8,17
lesion_7008,lesion,8,30,7,22
lesion_7008,lesion,-1,7,8,17
lesion_7009,lesion,9,30,8,21
lesion_7009,lesion,-1,6,9,17
lesion_7010,lesion,10,30,8,20
lesion_7010,lesion,-1,5,9,13
lesion_7011,lesion,13,30,8,20
lesion_7012,lesion,15,30,8,20
lesion_7013,lesion,19,30,8,19
lesion_7013,lesion,15,19,12,15
lesion_7014,lesion,20,30,7,20
lesion_7014,lesion,15,19,11,15
lesion_7015,lesion,20,30,7,20
lesion_7015,lesion,16,19,12,14
lesion_7016,lesion,20,30,7,17
lesion_7016,lesion,28,30,17,20
lesion_7017,lesion,-1,1,13,17
lesion_7018,lesion,-1,2,13,17
lesion_7018,lesion,6,8,13,15
lesion_7018,lesion,-1,1,18,20
lesion_7019,lesion,3,9,11,16
lesion_7019,lesion,-1,2,13,17
lesion_7019,lesion,-1,2,17,21
lesion_7020,lesion,2,9,10,16
lesion_7020,lesion,-1,3,11,21
lesion_7021,lesion,-1,9,10,21
lesion_7022,lesion,-1,8,10,21
lesion_7023,lesion,14,16,7,10
lesion_7023,lesion,-1,10,9,21
lesion_7023,lesion,12,16,11,14
lesion_7023,lesion,15,17,15,17
lesion_7024,lesion,12,18,7,18
lesion_7024,lesion,-1,11,9,21
lesion_7025,lesion,9,18,7,20
lesion_7025,lesion,-1,11,8,21
lesion_7025,lesion,7,10,18,20
lesion_7026,lesion,-1,18,7,21
lesion_7027,lesion,-1,18,6,21
lesion_7028,lesion,-1,18,6,21
lesion_7029,lesion,-1,20,7,22
lesion_7029,lesion,23,27,16,20
lesion_7030,lesion,-1,28,7,21
lesion_7030,lesion,4,6,8,10
lesion_7031,lesion,-1,28,8,22
lesion_7032,lesion,7,30,9,23
lesion_7032,lesion,-1,7,10,19
lesion_7033,lesion,8,30,9,24
lesion_7033,lesion,-1,7,10,19
lesion_7034,lesion,9,30,10,23
lesion_7034,lesion,-1,6,11,19
lesion_7035,lesion,10,30,10,22
lesion_7035,lesion,-1,5,11,15
lesion_7036,lesion,13,30,10,22
lesion_7037,lesion,15,30,10,22
lesion_7038,lesion,19,30,10,21
lesion_7038,lesion,15,19,14,17
lesion_7039,lesion,20,30,9,22
lesion_7039,lesion,15,19,13,17
lesion_7040,lesion,20,30,9,22
lesion_7040,lesion,16,19,14,16
lesion_7041,lesion,20,30,9,19
lesion_7041,lesion,28,30,19,22
lesion_7042,lesion,23,28,8,13
lesion_7042,lesion,20,30,13,19
lesion_7042,lesion,28,30,20,22
lesion_7043,lesion,23,28,9,13
lesion_7043,lesion,21,30,13,18
lesion_7044,lesion,23,28,8,12
lesion_7044,lesion,23,30,13,18
lesion_7045,lesion,23,28,8,12
lesion_7045,lesion,24,30,13,17
lesion_7046,lesion,24,27,8,11
lesion_7046,lesion,25,30,13,17
lesion_7047,lesion,15,19,11,15
lesion_7048,lesion,11,20,11,15
lesion_7048,lesion,17,20,17,19
lesion_7048,lesion,21,23,18,20
lesion_7049,lesion,11,24,7,21
lesion_7050,lesion,11,25,7,22
lesion_7050,lesion,21,27,9,15
lesion_7051,lesion,10,28,7,22
lesion_7052,lesion,10,28,8,22
lesion_7053,lesion,11,29,9,22
lesion_7054,lesion,13,29,9,23
lesion_7055,lesion,13,28,10,22
lesion_7056,lesion,13,28,10,21
lesion_7057,lesion,13,28,9,20
lesion_7058,lesion,13,27,9,21
lesion_7059,lesion,14,23,14,22
lesion_7060,lesion,17,23,15,22
lesion_7061,lesion,17,20,16,19
lesion_7061,lesion,20,22,19,21
lesion_7062,lesion,-1,1,20,23
lesion_7063,lesion,-1,2,20,24
lesion_7064,lesion,-1,4,16,26
lesion_7065,lesion,-1,4,14,26
lesion_7066,lesion,-1,4,14,26
lesion_7067,lesion,-1,3,14,25
lesion_7068,lesion,-1,3,14,24
lesion_7069,lesion,-1,3,16,24
lesion_7070,lesion,-1,3,15,24
lesion_7071,lesion,-1,1,15,19
lesion_7071,lesion,-1,3,20,25
lesion_7072,lesion,12,16,6,10
lesion_7073,lesion,8,17,6,10
lesion_7073,lesion,14,17,12,14
lesion_7073,lesion,18,20,13,15
lesion_7074,lesion,8,21,2,16
lesion_7075,lesion,8,22,2,17
lesion_7075,lesion,18,24,4,10
lesion_7076,lesion,7,25,2,17
lesion_7077,lesion,7,25,3,17
lesion_7078,lesion,8,26,4,17
lesion_7079,lesion,10,26,4,18
lesion_7080,lesion,10,25,5,17
lesion_7080,lesion,28,30,15,17
lesion_7081,lesion,10,25,5,16
lesion_7081,lesion,28,30,15,19
lesion_7082,lesion,10,25,4,15
lesion_7083,lesion,10,24,4,16
lesion_7084,lesion,11,20,9,17
lesion_7085,lesion,14,20,10,17
lesion_7086,lesion,14,17,11,14
lesion_7086,lesion,17,19,14,16
lesion_7087,lesion,26,30,17,19
lesion_7088,lesion,8,12,14,18
lesion_7088,lesion,25,30,16,20
lesion_7088,lesion,27,30,22,24
lesion_7089,lesion,4,13,14,18
lesion_7089,lesion,25,30,16,25
lesion_7089,lesion,10,13,20,22
lesion_7089,lesion,14,16,21,23
lesion_7090,lesion,4,17,10,24
lesion_7090,lesion,25,30,16,25
lesion_7091,lesion,4,18,10,25
lesion_7091,lesion,14,20,12,18
lesion_7091,lesion,26,30,16,21
lesion_7091,lesion,28,30,21,26
lesion_7092,lesion,3,21,10,25
lesion_7092,lesion,27,30,17,20
lesion_7092,lesion,27,30,22,26
lesion_7093,lesion,3,21,11,25
lesion_7093,lesion,28,30,17,19
lesion_7093,lesion,27,30,22,27
lesion_7094,lesion,4,22,12,25
lesion_7094,lesion,27,30,22,26
lesion_7095,lesion,6,22,12,26
lesion_7095,lesion,25,30,22,27
lesion_7096,lesion,6,21,13,25
lesion_7096,lesion,24,30,22,28
lesion_7097,lesion,6,21,13,24
lesion_7097,lesion,24,30,22,28
lesion_7098,lesion,6,21,12,23
lesion_7098,lesion,25,30,21,28
lesion_7099,lesion,6,20,12,24
lesion_7099,lesion,27,30,22,25
lesion_7099,lesion,26,28,25,27
lesion_7100,lesion,7,16,17,25
lesion_7101,lesion,10,16,18,25
lesion_7102,lesion,10,13,19,22
lesion_7102,lesion,13,15,22,24
lesion_7103,lesion,25,30,11,13
lesion_7104,lesion,7,11,8,12
lesion_7104,lesion,24,30,10,14
lesion_7104,lesion,26,30,16,19
lesion_7105,lesion,3,12,8,12
lesion_7105,lesion,24,30,10,19
lesion_7105,lesion,9,12,14,16
lesion_7105,lesion,13,15,15,17
lesion_7106,lesion,3,16,4,18
lesion_7106,lesion,24,30,10,20
lesion_7107,lesion,3,17,4,19
lesion_7107,lesion,13,19,6,12
lesion_7107,lesion,25,30,9,20
lesion_7108,lesion,2,20,4,19
lesion_7108,lesion,26,30,10,21
lesion_7109,lesion,2,20,5,19
lesion_7109,lesion,27,30,10,14
lesion_7109,lesion,26,30,14,21
lesion_7110,lesion,3,21,6,19
lesion_7110,lesion,26,30,16,21
lesion_7111,lesion,5,21,6,20
lesion_7111,lesion,24,30,16,22
lesion_7112,lesion,5,20,7,19
lesion_7112,lesion,23,30,16,22
lesion_7113,lesion,5,20,7,18
lesion_7113,lesion,23,30,16,22
lesion_7114,lesion,5,20,6,17
lesion_7114,lesion,24,30,15,22
lesion_7115,lesion,5,19,6,18
lesion_7115,lesion,26,29,16,19
lesion_7115,lesion,25,27,19,21
lesion_7116,lesion,6,15,11,19
lesion_7117,lesion,9,15,12,19
lesion_7118,lesion,9,12,13,16
lesion_7118,lesion,12,14,16,18
lesion_7119,lesion,12,17,10,16
lesion_7120,lesion,12,15,7,9
lesion_7120,lesion,11,18,9,16
lesion_7121,lesion,8,18,6,18
lesion_7122,lesion,7,19,6,17
lesion_7123,lesion,7,24,6,17
lesion_7124,lesion,8,24,6,17
lesion_7125,lesion,7,24,6,18
lesion_7126,lesion,6,22,5,19
lesion_7127,lesion,6,22,4,19
lesion_7128,lesion,6,23,4,18
lesion_7129,lesion,7,23,4,19
lesion_7130,lesion,7,23,5,19
lesion_7131,lesion,8,21,5,19
lesion_7131,lesion,17,19,8,10
lesion_7132,lesion,13,15,6,8
lesion_7132,lesion,9,21,9,20
lesion_7133,lesion,10,13,9,12
lesion_7133,lesion,11,21,12,19
lesion_7134,lesion,12,16,13,15
lesion_7135,lesion,17,20,12,16
lesion_7136,lesion,16,21,12,16
lesion_7136,lesion,25,27,12,14
lesion_7136,lesion,18,20,17,19
lesion_7137,lesion,22,28,10,15
lesion_7137,lesion,16,21,11,16
lesion_7137,lesion,17,21,16,20
lesion_7138,lesion,21,28,9,15
lesion_7138,lesion,15,22,10,20
lesion_7139,lesion,14,28,9,20
lesion_7140,lesion,11,27,9,20
lesion_7141,lesion,10,29,8,21
lesion_7142,lesion,10,30,8,21
lesion_7143,lesion,11,30,7,21
lesion_7143,lesion,28,30,13,15
lesion_7143,lesion,26,29,17,19
lesion_7144,lesion,10,30,6,20
lesion_7145,lesion,10,30,5,20
lesion_7146,lesion,9,30,5,20
lesion_7147,lesion,9,30,6,20
lesion_7148,lesion,9,30,6,19
lesion_7148,lesion,23,25,7,9
lesion_7149,lesion,9,30,6,19
lesion_7150,lesion,9,26,6,19
lesion_7150,lesion,26,30,10,18
lesion_7151,lesion,9,16,6,9
lesion_7151,lesion,15,26,9,19
lesion_7151,lesion,27,30,11,18
lesion_7152,lesion,16,25,10,18
lesion_7152,lesion,28,30,11,13
lesion_7153,lesion,18,24,10,14
lesion_7154,lesion,5,8,11,15
lesion_7155,lesion,4,9,11,15
lesion_7155,lesion,13,15,11,13
lesion_7155,lesion,6,8,16,18
lesion_7156,lesion,10,16,9,14
lesion_7156,lesion,4,9,10,15
lesion_7156,lesion,5,9,15,19
lesion_7157,lesion,9,16,8,14
lesion_7157,lesion,3,10,9,19
lesion_7158,lesion,2,16,8,19
lesion_7159,lesion,-1,15,8,19
lesion_7160,lesion,21,23,5,8
lesion_7160,lesion,-1,17,7,20
lesion_7160,lesion,19,23,9,12
lesion_7160,lesion,22,24,13,15
lesion_7161,lesion,19,25,5,16
lesion_7161,lesion,-1,18,7,20
lesion_7162,lesion,16,25,5,18
lesion_7162,lesion,-1,18,6,20
lesion_7162,lesion,14,17,16,18
lesion_7163,lesion,-1,25,5,19
lesion_7164,lesion,-1,25,4,19
lesion_7165,lesion,-1,25,4,19
lesion_7166,lesion,-1,27,5,20
lesion_7167,lesion,-1,30,5,19
lesion_7167,lesion,11,13,6,8
lesion_7167,lesion,28,30,9,12
lesion_7168,lesion,-1,30,5,18
lesion_7169,lesion,-1,14,5,18
lesion_7169,lesion,14,30,7,19
lesion_7170,lesion,-1,4,6,8
lesion_7170,lesion,15,30,7,19
lesion_7170,lesion,3,14,8,18
lesion_7171,lesion,16,30,8,18
lesion_7171,lesion,4,13,9,17
lesion_7172,lesion,17,30,8,20
lesion_7172,lesion,6,12,9,13
lesion_7173,lesion,20,30,8,20
lesion_7174,lesion,22,30,9,20
lesion_7175,lesion,26,30,9,19
lesion_7175,lesion,22,26,12,15
lesion_7176,lesion,27,30,10,13
lesion_7176,lesion,22,26,11,15
lesion_7176,lesion,27,30,13,18
lesion_7177,lesion,23,26,12,14
lesion_7177,lesion,27,30,13,17
lesion_7178,lesion,27,30,13,17
lesion_7179,lesion,27,30,13,17
lesion_7180,lesion,3,6,19,23
lesion_7181,lesion,2,7,19,23
lesion_7181,lesion,11,13,19,21
lesion_7181,lesion,4,6,24,26
lesion_7182,lesion,8,14,17,22
lesion_7182,lesion,2,7,18,23
lesion_7182,lesion,3,7,23,27
lesion_7183,lesion,7,14,16,22
lesion_7183,lesion,1,8,17,27
lesion_7184,lesion,0,14,16,27
lesion_7185,lesion,-1,13,16,27
lesion_7186,lesion,19,21,13,16
lesion_7186,lesion,-1,15,15,28
lesion_7186,lesion,17,21,17,20
lesion_7186,lesion,20,22,21,23
lesion_7187,lesion,17,23,13,24
lesion_7187,lesion,-1,16,15,28
lesion_7188,lesion,14,23,13,26
lesion_7188,lesion,-1,16,14,28
lesion_7188,lesion,12,15,24,26
lesion_7189,lesion,-1,23,13,27
lesion_7190,lesion,-1,23,12,27
lesion_7191,lesion,-1,23,12,27
lesion_7192,lesion,-1,25,13,28
lesion_7192,lesion,28,30,24,26
lesion_7193,lesion,-1,30,13,27
lesion_7193,lesion,9,11,14,16
lesion_7194,lesion,-1,30,13,28
lesion_7195,lesion,-1,12,13,26
lesion_7195,lesion,12,30,15,29
lesion_7196,lesion,-1,2,14,16
lesion_7196,lesion,13,30,15,29
lesion_7196,lesion,1,12,16,26
lesion_7197,lesion,14,30,16,27
lesion_7197,lesion,2,11,17,25
lesion_7198,lesion,15,30,16,28
lesion_7198,lesion,4,10,17,21
lesion_7199,lesion,18,30,16,28
lesion_7200,lesion,20,30,17,28
lesion_7201,lesion,24,30,17,27
lesion_7201,lesion,20,24,20,23
lesion_7202,lesion,25,30,18,26
lesion_7202,lesion,20,24,19,23
lesion_7203,lesion,25,30,19,25
lesion_7203,lesion,21,24,20,22
lesion_7204,lesion,28,30,16,18
lesion_7204,lesion,25,30,19,25
lesion_7205,lesion,28,30,16,18
lesion_7205,lesion,25,30,20,25
lesion_7206,lesion,28,30,15,18
lesion_7206,lesion,26,30,20,24
lesion_7207,lesion,15,19,7,11
lesion_7208,lesion,11,20,7,11
lesion_7208,lesion,17,20,13,15
lesion_7208,lesion,21,23,14,16
lesion_7209,lesion,11,24,3,17
lesion_7210,lesion,11,25,3,18
lesion_7210,lesion,21,27,5,11
lesion_7211,lesion,10,28,3,18
lesion_7212,lesion,10,28,4,18
lesion_7213,lesion,11,29,5,18
lesion_7214,lesion,13,29,5,19
lesion_7215,lesion,13,28,6,18
lesion_7216,lesion,13,28,6,17
lesion_7217,lesion,13,28,5,16
lesion_7218,lesion,13,27,5,17
lesion_7219,lesion,14,23,10,18
lesion_7220,lesion,17,23,11,18
lesion_7221,lesion,17,20,12,15
lesion_7221,lesion,20,22,15,17
lesion_7222,lesion,-1,1,16,19
lesion_7223,lesion,-1,2,16,20
lesion_7224,lesion,-1,4,12,22
lesion_7225,lesion,-1,4,10,22
lesion_7226,lesion,-1,4,10,22
lesion_7227,lesion,-1,3,10,21
lesion_7228,lesion,-1,3,10,20
lesion_7229,lesion,-1,3,12,20
lesion_7230,lesion,-1,3,11,20
lesion_7231,lesion,-1,1,11,15
lesion_7231,lesion,-1,3,16,21
lesion_7232,lesion,12,16,15,19
lesion_7233,lesion,8,17,15,19
lesion_7233,lesion,14,17,21,23
lesion_7233,lesion,18,20,22,24
lesion_7234,lesion,8,21,11,25
lesion_7235,lesion,8,22,11,26
lesion_7235,lesion,18,24,13,19
lesion_7236,lesion,7,25,11,26
lesion_7237,lesion,7,25,12,26
lesion_7238,lesion,8,26,13,26
lesion_7239,lesion,10,26,13,27
lesion_7240,lesion,10,25,14,26
lesion_7240,lesion,28,30,24,26
lesion_7241,lesion,10,25,14,25
lesion_7241,lesion,28,30,24,28
lesion_7242,lesion,10,25,13,24
lesion_7243,lesion,10,24,13,25
lesion_7244,lesion,11,20,18,26
lesion_7245,lesion,14,20,19,26
lesion_7246,lesion,14,17,20,23
lesion_7246,lesion,17,19,23,25
lesion_7247,lesion,18,21,14,18
lesion_7248,lesion,17,22,14,18
lesion_7248,lesion,26,28,14,16
lesion_7248,lesion,19,21,19,21
lesion_7249,lesion,23,29,12,17
lesion_7249,lesion,17,22,13,18
lesion_7249,lesion,18,22,18,22
lesion_7250,lesion,22,29,11,17
lesion_7250,lesion,16,23,12,22
lesion_7251,lesion,15,29,11,22
lesion_7252,lesion,12,28,11,22
lesion_7253,lesion,11,30,10,23
lesion_7254,lesion,11,30,10,23
lesion_7255,lesion,12,30,9,23
lesion_7255,lesion,27,30,19,21
lesion_7256,lesion,11,30,8,22
lesion_7257,lesion,11,30,7,22
lesion_7258,lesion,10,30,7,22
lesion_7259,lesion,10,30,8,22
lesion_7260,lesion,10,30,9,21
lesion_7260,lesion,24,26,9,11
lesion_7261,lesion,10,30,8,21
lesion_7261,lesion,28,30,9,12
lesion_7262,lesion,10,27,8,21
lesion_7262,lesion,27,30,12,16
lesion_7262,lesion,27,30,16,20
lesion_7263,lesion,10,17,8,11
lesion_7263,lesion,16,27,11,21
lesion_7263,lesion,28,30,16,20
lesion_7264,lesion,17,26,12,20
lesion_7265,lesion,19,25,12,16
lesion_7266,lesion,15,18,10,14
lesion_7267,lesion,14,19,10,14
lesion_7267,lesion,23,25,10,12
lesion_7267,lesion,16,18,15,17
lesion_7268,lesion,20,26,8,13
lesion_7268,lesion,14,19,9,14
lesion_7268,lesion,15,19,14,18
lesion_7269,lesion,19,26,7,13
lesion_7269,lesion,13,20,8,18
lesion_7270,lesion,12,26,7,18
lesion_7271,lesion,9,25,7,18
lesion_7272,lesion,8,27,6,19
lesion_7273,lesion,8,28,6,19
lesion_7274,lesion,9,28,5,19
lesion_7274,lesion,26,30,8,17
lesion_7274,lesion,24,27,15,17
lesion_7275,lesion,8,30,4,18
lesion_7276,lesion,8,30,3,18
lesion_7277,lesion,7,30,3,18
lesion_7278,lesion,7,30,4,18
lesion_7279,lesion,7,30,4,18
lesion_7279,lesion,21,23,5,7
lesion_7280,lesion,7,30,4,17
lesion_7281,lesion,7,24,4,17
lesion_7281,lesion,24,30,7,16
lesion_7282,lesion,7,14,4,7
lesion_7282,lesion,13,24,7,17
lesion_7282,lesion,25,30,7,16
lesion_7283,lesion,14,23,8,16
lesion_7283,lesion,26,30,8,12
lesion_7283,lesion,28,30,12,14
lesion_7284,lesion,16,22,8,12
lesion_7284,lesion,27,30,9,11
lesion_7285,lesion,10,13,14,18
lesion_7286,lesion,9,14,14,18
lesion_7286,lesion,18,20,14,16
lesion_7286,lesion,11,13,19,21
lesion_7287,lesion,15,21,12,17
lesion_7287,lesion,9,14,13,18
lesion_7287,lesion,10,14,18,22
lesion_7288,lesion,14,21,11,17
lesion_7288,lesion,8,15,12,22
lesion_7289,lesion,7,21,11,22
lesion_7290,lesion,4,20,11,22
lesion_7291,lesion,26,28,8,11
lesion_7291,lesion,3,22,10,23
lesion_7291,lesion,24,28,12,15
lesion_7291,lesion,27,29,16,18
lesion_7292,lesion,24,30,8,19
lesion_7292,lesion,3,23,10,23
lesion_7293,lesion,21,30,8,21
lesion_7293,lesion,4,23,9,23
lesion_7293,lesion,19,22,19,21
lesion_7294,lesion,3,30,8,22
lesion_7295,lesion,3,30,7,22
lesion_7296,lesion,2,30,7,22
lesion_7297,lesion,2,30,8,23
lesion_7298,lesion,2,30,8,22
lesion_7298,lesion,16,18,9,11
lesion_7299,lesion,2,30,8,21
lesion_7300,lesion,2,19,8,21
lesion_7300,lesion,19,30,10,20
lesion_7301,lesion,2,9,8,11
lesion_7301,lesion,20,30,10,20
lesion_7301,lesion,8,19,11,21
lesion_7302,lesion,21,30,11,19
lesion_7302,lesion,9,18,12,20
lesion_7303,lesion,11,17,12,16
lesion_7303,lesion,22,30,12,19
lesion_7304,lesion,25,30,13,19
lesion_7305,lesion,27,30,15,19
lesion_7306,lesion,27,30,14,18
lesion_7307,lesion,11,14,11,15
lesion_7308,lesion,10,15,11,15
